CHR	POS	CMASS6608026	CMASS6607991	CMASS6389722	CMASS6169445	CMASS6169461	CMASS6169443
chr7	18059497	1	1	2	2	2	1
chr7	18059498	1	1	2	2	2	1
chr7	18059499	1	1	2	2	2	0
chr7	18059500	1	1	2	2	2	0
chr7	18059501	1	2	2	2	2	0
chr7	18059502	1	2	0	2	2	0
chr7	18059503	1	2	0	2	2	0
chr7	18059504	1	2	0	2	2	0
chr7	18059505	1	2	0	2	2	0
chr7	18059506	1	2	0	2	2	0
chr7	18059507	1	2	0	2	2	0
chr7	18059508	1	2	0	2	2	0
chr7	18059509	1	2	0	2	2	0
chr7	18059510	1	2	0	2	2	0
chr7	18059511	1	2	0	2	2	0
chr7	18059512	1	2	0	2	2	0
chr7	18059513	1	2	0	2	2	0
chr7	18059514	1	2	0	2	2	0
chr7	18059515	1	2	0	2	2	0
chr7	18059516	1	2	0	2	2	0
chr7	18059517	1	2	0	2	2	0
chr7	18059518	1	2	0	2	2	0
chr7	18059519	1	2	0	2	2	0
chr7	18059520	1	2	0	2	1	0
chr7	18059521	1	2	0	2	1	0
chr7	18059522	1	2	0	2	1	0
chr7	18059523	1	2	0	2	1	0
chr7	18059524	1	2	0	2	1	0
chr7	18059525	1	2	0	2	1	0
chr7	18059526	1	2	0	2	1	0
chr7	18059527	1	2	0	2	1	0
chr7	18059528	1	2	0	2	1	0
chr7	18059529	1	2	0	2	1	0
chr7	18059530	1	2	0	2	1	0
chr7	18059531	1	2	0	2	1	0
chr7	18059532	1	2	0	2	1	0
chr7	18059533	0	2	0	2	1	0
chr7	18059534	0	2	0	0	1	0
chr7	18059535	0	3	0	1	1	0
chr7	18059536	0	3	0	2	1	0
chr7	18059537	0	3	0	2	1	0
chr7	18059538	0	3	0	2	1	0
chr7	18059539	0	3	0	2	0	0
chr7	18059540	0	3	0	2	0	0
chr7	18059541	0	3	0	2	0	0
chr7	18059542	0	2	0	2	0	0
chr7	18059543	0	2	0	2	0	0
chr7	18059544	0	2	0	2	0	0
chr7	18059545	0	2	0	2	0	0
chr7	18059546	0	1	0	2	0	0
chr7	18059547	0	2	0	2	0	0
chr7	18059548	0	2	0	2	0	0
chr7	18059549	0	2	0	2	0	0
chr7	18059550	0	2	0	2	0	0
chr7	18059551	0	2	0	2	0	0
chr7	18059552	1	2	0	2	0	0
chr7	18059553	1	2	0	1	0	0
chr7	18059554	1	2	0	1	0	0
chr7	18059555	1	2	0	1	0	0
chr7	18059556	1	2	0	1	0	0
chr7	18059557	1	2	0	1	0	1
chr7	18059558	1	2	0	1	0	1
chr7	18059559	1	2	0	1	0	1
chr7	18059560	1	2	0	1	0	1
chr7	18059561	1	2	0	1	0	1
chr7	18059562	1	2	0	1	0	1
chr7	18059563	1	2	0	1	0	1
chr7	18059564	1	2	0	1	0	1
chr7	18059565	1	2	0	1	0	1
chr7	18059566	1	2	0	1	0	1
chr7	18059567	1	2	0	1	0	1
chr7	18059568	1	2	0	1	0	1
chr7	18059569	1	2	0	1	0	1
chr7	18059570	1	2	0	1	0	1
chr7	18059571	1	2	0	1	0	1
chr7	18059572	1	2	0	1	0	1
chr7	18059573	1	2	0	1	0	1
chr7	18059574	1	2	0	1	0	1
chr7	18059575	1	2	0	1	0	1
chr7	18059576	1	2	0	1	0	1
chr7	18059577	1	2	0	1	1	1
chr7	18059578	1	2	0	1	1	1
chr7	18059579	1	2	0	0	1	1
chr7	18059580	1	2	0	0	1	1
chr7	18059581	1	2	0	0	1	1
chr7	18059582	1	2	0	0	1	1
chr7	18059583	1	2	0	0	1	1
chr7	18059584	1	2	0	0	1	1
chr7	18059585	1	2	0	0	1	1
chr7	18059586	1	2	0	0	1	1
chr7	18059587	1	2	0	0	1	1
chr7	18059588	1	2	0	0	1	1
chr7	18059589	1	2	0	0	1	1
chr7	18059590	1	2	0	0	1	1
chr7	18059591	1	2	0	0	1	1
chr7	18059592	1	2	0	0	1	1
chr7	18059593	1	2	0	0	1	1
chr7	18059594	1	2	0	1	1	1
chr7	18059595	1	2	0	1	1	1
chr7	18059596	1	2	0	1	1	1
chr7	18059597	1	2	0	1	1	1
chr7	18059598	1	2	0	1	1	1
chr7	18059599	1	2	0	1	1	1
chr7	18059600	1	2	0	1	1	1
chr7	18059601	1	2	0	1	1	1
chr7	18059602	1	2	0	1	1	1
chr7	18059603	1	2	0	1	1	1
chr7	18059604	1	2	0	1	1	1
chr7	18059605	2	2	0	1	1	1
chr7	18059606	2	2	0	1	1	1
chr7	18059607	2	2	0	1	1	1
chr7	18059608	2	2	0	1	1	1
chr7	18059609	2	2	0	1	1	1
chr7	18059610	2	2	0	1	1	1
chr7	18059611	2	2	0	1	1	1
chr7	18059612	2	2	0	1	1	1
chr7	18059613	2	2	0	1	1	1
chr7	18059614	2	2	0	1	1	1
chr7	18059615	2	2	0	1	1	1
chr7	18059616	2	2	0	1	2	1
chr7	18059617	2	2	0	1	2	1
chr7	18059618	2	2	0	1	2	1
chr7	18059619	2	2	0	1	2	1
chr7	18059620	2	2	0	1	2	1
chr7	18059621	2	2	0	1	2	1
chr7	18059622	2	2	0	1	2	1
chr7	18059623	2	2	0	1	2	1
chr7	18059624	3	2	0	1	2	1
chr7	18059625	3	2	0	1	2	1
chr7	18059626	3	2	0	1	2	1
chr7	18059627	4	1	0	1	2	1
chr7	18059628	4	1	0	1	2	1
chr7	18059629	4	1	0	1	2	1
chr7	18059630	4	1	0	1	2	1
chr7	18059631	4	1	0	1	2	1
chr7	18059632	4	1	0	1	2	1
chr7	18059633	4	1	0	1	2	1
chr7	18059634	4	1	0	1	2	1
chr7	18059635	4	1	1	1	3	1
chr7	18059636	4	1	1	1	3	1
chr7	18059637	4	1	1	1	3	1
chr7	18059638	4	1	1	1	3	1
chr7	18059639	4	1	1	1	3	1
chr7	18059640	4	1	1	1	3	1
chr7	18059641	4	1	1	1	3	1
chr7	18059642	4	1	1	1	3	1
chr7	18059643	4	1	1	1	3	1
chr7	18059644	4	1	1	1	3	2
chr7	18059645	4	1	1	1	3	2
chr7	18059646	4	1	1	1	3	2
chr7	18059647	4	1	1	1	3	2
chr7	18059648	4	1	1	1	3	2
chr7	18059649	4	1	1	1	3	2
chr7	18059650	4	1	1	1	3	2
chr7	18059651	4	1	1	1	3	2
chr7	18059652	4	1	1	1	3	2
chr7	18059653	4	1	1	1	3	2
chr7	18059654	4	1	1	1	3	2
chr7	18059655	4	1	1	1	4	2
chr7	18059656	4	1	1	1	4	2
chr7	18059657	4	1	1	1	4	2
chr7	18059658	4	0	1	1	4	2
chr7	18059659	4	0	1	1	4	2
chr7	18059660	4	0	1	1	4	2
chr7	18059661	4	0	1	1	4	2
chr7	18059662	4	0	1	1	4	2
chr7	18059663	4	0	1	1	4	2
chr7	18059664	4	0	1	1	4	2
chr7	18059665	4	0	1	1	4	2
chr7	18059666	4	0	1	1	4	2
chr7	18059667	4	0	1	1	4	2
chr7	18059668	4	0	1	1	4	2
chr7	18059669	4	0	1	1	4	2
chr7	18059670	4	0	1	1	4	2
chr7	18059671	4	0	1	1	4	2
chr7	18059672	4	0	1	1	4	2
chr7	18059673	4	0	1	1	4	2
chr7	18059674	4	0	1	1	4	2
chr7	18059675	4	0	1	1	4	2
chr7	18059676	4	0	1	1	4	2
chr7	18059677	3	0	1	1	4	2
chr7	18059678	3	1	1	1	4	2
chr7	18059679	3	2	1	1	4	3
chr7	18059680	3	2	1	1	4	3
chr7	18059681	3	2	1	1	4	3
chr7	18059682	3	2	1	1	4	2
chr7	18059683	4	2	1	1	4	2
chr7	18059684	4	2	1	1	4	2
chr7	18059685	4	2	1	1	4	2
chr7	18059686	4	2	1	1	4	2
chr7	18059687	4	2	1	1	4	2
chr7	18059688	4	2	1	1	4	2
chr7	18059689	4	2	1	1	4	2
chr7	18059690	4	2	1	1	4	2
chr7	18059691	4	2	1	1	4	2
chr7	18059692	4	2	1	1	4	2
chr7	18059693	4	2	1	1	4	2
chr7	18059694	4	2	1	1	4	2
chr7	18059695	4	3	1	1	4	2
chr7	18059696	4	3	1	1	4	2
chr7	18059697	4	3	1	1	4	2
chr7	18059698	4	3	1	1	4	2
chr7	18059699	4	3	1	1	4	2
chr7	18059700	4	3	1	1	4	2
chr7	18059701	4	4	1	2	4	2
chr7	18059702	4	4	1	2	3	2
chr7	18059703	4	4	1	2	3	2
chr7	18059704	4	4	2	2	3	2
chr7	18059705	4	4	2	2	3	2
chr7	18059706	4	4	2	2	3	2
chr7	18059707	4	4	2	2	3	2
chr7	18059708	4	4	3	2	3	2
chr7	18059709	4	4	3	2	3	2
chr7	18059710	4	4	3	2	3	2
chr7	18059711	4	4	3	2	3	2
chr7	18059712	4	4	3	2	3	2
chr7	18059713	4	4	3	2	3	2
chr7	18059714	4	4	3	2	3	2
chr7	18059715	4	4	3	2	3	2
chr7	18059716	4	4	3	2	3	3
chr7	18059717	4	4	3	2	3	3
chr7	18059718	4	4	3	2	3	3
chr7	18059719	4	4	3	1	3	3
chr7	18059720	4	4	3	1	3	3
chr7	18059721	4	4	3	1	3	3
chr7	18059722	4	4	3	1	3	3
chr7	18059723	4	4	3	1	3	3
chr7	18059724	4	4	3	1	3	3
chr7	18059725	4	4	3	1	3	3
chr7	18059726	4	4	3	1	3	3
chr7	18059727	4	4	3	1	3	3
chr7	18059728	4	4	3	1	3	3
chr7	18059729	4	4	3	1	3	3
chr7	18059730	3	4	3	1	3	3
chr7	18059731	3	4	3	1	3	3
chr7	18059732	3	4	3	1	3	3
chr7	18059733	3	4	3	1	3	3
chr7	18059734	3	4	3	1	3	3
chr7	18059735	3	4	3	1	3	3
chr7	18059736	3	4	3	1	3	3
chr7	18059737	3	4	3	1	3	3
chr7	18059738	3	4	3	1	3	3
chr7	18059739	3	4	3	1	3	3
chr7	18059740	3	4	3	1	3	3
chr7	18059741	3	4	3	1	2	3
chr7	18059742	3	4	4	1	2	3
chr7	18059743	3	4	4	1	2	3
chr7	18059744	3	5	4	1	2	3
chr7	18059745	3	5	4	1	2	3
chr7	18059746	3	5	4	1	2	3
chr7	18059747	3	5	4	1	2	3
chr7	18059748	3	5	4	1	2	3
chr7	18059749	2	5	4	1	2	3
chr7	18059750	2	5	4	1	2	3
chr7	18059751	2	5	4	2	2	3
chr7	18059752	1	5	4	2	2	3
chr7	18059753	1	6	4	2	2	3
chr7	18059754	1	6	4	2	2	3
chr7	18059755	1	6	4	2	2	3
chr7	18059756	1	6	4	2	2	3
chr7	18059757	1	6	4	2	2	3
chr7	18059758	1	6	4	2	2	3
chr7	18059759	1	6	4	2	2	3
chr7	18059760	1	6	3	2	1	3
chr7	18059761	1	6	3	2	1	3
chr7	18059762	1	6	3	2	1	3
chr7	18059763	1	6	3	2	1	3
chr7	18059764	1	6	3	2	1	3
chr7	18059765	1	6	3	2	1	3
chr7	18059766	1	6	3	2	1	3
chr7	18059767	1	6	3	2	1	3
chr7	18059768	1	6	3	2	1	3
chr7	18059769	1	6	3	2	1	2
chr7	18059770	1	7	3	2	1	2
chr7	18059771	1	7	3	2	1	2
chr7	18059772	1	7	3	2	1	2
chr7	18059773	1	7	3	2	1	2
chr7	18059774	1	7	3	2	1	2
chr7	18059775	1	7	3	2	1	2
chr7	18059776	1	7	3	2	1	2
chr7	18059777	1	7	3	2	1	2
chr7	18059778	1	7	3	2	1	2
chr7	18059779	1	7	3	2	1	2
chr7	18059780	1	7	3	2	0	2
chr7	18059781	1	7	3	2	0	2
chr7	18059782	1	7	3	2	0	2
chr7	18059783	1	7	3	2	0	2
chr7	18059784	1	7	3	2	0	2
chr7	18059785	1	7	3	2	0	2
chr7	18059786	1	7	3	2	0	2
chr7	18059787	1	7	3	2	0	2
chr7	18059788	1	7	3	2	0	2
chr7	18059789	1	7	3	2	0	2
chr7	18059790	1	7	3	2	0	2
chr7	18059791	1	7	3	2	0	2
chr7	18059792	1	7	3	2	0	2
chr7	18059793	1	7	3	2	0	2
chr7	18059794	1	7	3	2	0	2
chr7	18059795	1	7	3	2	0	2
chr7	18059796	1	7	3	2	0	2
chr7	18059797	1	7	3	2	0	2
chr7	18059798	1	7	3	2	0	2
chr7	18059799	1	7	3	2	0	2
chr7	18059800	1	7	3	2	0	2
chr7	18059801	1	7	3	2	0	2
chr7	18059802	1	7	3	2	0	2
chr7	18059803	1	6	3	2	0	2
chr7	18059804	1	5	3	2	0	1
chr7	18059805	1	5	3	2	0	1
chr7	18059806	1	5	3	2	0	1
chr7	18059807	1	5	3	2	0	1
chr7	18059808	0	5	3	2	0	1
chr7	18059809	0	5	3	2	0	1
chr7	18059810	0	5	3	2	0	1
chr7	18059811	0	5	3	2	0	1
chr7	18059812	0	5	3	2	0	1
chr7	18059813	0	5	3	2	0	1
chr7	18059814	0	5	3	2	0	1
chr7	18059815	0	5	3	2	0	1
chr7	18059816	0	5	3	2	0	1
chr7	18059817	0	5	3	2	0	1
chr7	18059818	0	5	3	2	0	1
chr7	18059819	0	5	3	2	0	1
chr7	18059820	0	4	3	2	0	1
chr7	18059821	0	4	3	2	0	1
chr7	18059822	0	4	3	2	0	1
chr7	18059823	0	4	3	2	0	1
chr7	18059824	0	4	3	2	0	1
chr7	18059825	0	4	3	2	0	1
chr7	18059826	0	3	3	1	0	1
chr7	18059827	0	3	3	1	0	1
chr7	18059828	0	3	3	1	0	1
chr7	18059829	0	3	2	1	0	1
chr7	18059830	0	3	2	1	0	1
chr7	18059831	0	3	2	1	0	1
chr7	18059832	0	3	2	1	0	1
chr7	18059833	0	3	1	1	0	1
chr7	18059834	0	3	1	1	0	1
chr7	18059835	0	3	1	1	0	1
chr7	18059836	0	3	1	1	0	1
chr7	18059837	0	3	1	1	0	1
chr7	18059838	0	3	1	1	0	1
chr7	18059839	0	3	1	1	0	1
chr7	18059840	0	0	0	0	0	1
chr7	18059841	0	3	1	1	0	0
chr7	18059842	1	3	1	1	0	0
chr7	18059843	1	4	1	1	0	0
chr7	18059844	1	4	1	1	0	0
chr7	18059845	1	4	1	1	0	0
chr7	18059846	1	4	1	1	0	0
chr7	18059847	1	4	1	1	0	0
chr7	18059848	1	4	1	1	0	0
